iter	Logloss
461	0.304712105
462	0.3045959254
463	0.3045557112
464	0.3044308138
465	0.304392415
466	0.3043273593
467	0.3042688643
468	0.3041687428
469	0.3040497711
470	0.3039229642
471	0.3038232411
472	0.3037120806
473	0.3035872095
474	0.3034618938
475	0.3033533129
476	0.3033011707
477	0.3032382041
478	0.3030974523
479	0.3030172298
480	0.3029281384
481	0.3028228729
482	0.3027455651
483	0.3026365944
484	0.3025265452
485	0.302438379
486	0.3023096155
487	0.30224958
488	0.3021997141
489	0.3021185412
490	0.3020206226
491	0.3019033666
492	0.3017560289
493	0.3016721428
494	0.3016021238
495	0.3015165537
496	0.3014617683
497	0.3013403528
498	0.3012363749
499	0.3011604554
500	0.3010768244
501	0.3009973169
502	0.3009096566
503	0.3008273264
504	0.3007960566
505	0.3007022976
506	0.3005714044
507	0.3005164712
508	0.3004632976
509	0.3003948334
510	0.3003722989
511	0.3003451438
512	0.3003137569
513	0.3002352939
514	0.3001769183
515	0.3001250421
516	0.3001013032
517	0.3000671746
518	0.3000506041
519	0.3000285261
520	0.2999742138
521	0.2998844469
522	0.2998083949
523	0.2996871042
524	0.2996201192
525	0.2995696719
526	0.2995015067
527	0.299449232
528	0.2994011792
529	0.2993225487
530	0.2992571898
531	0.2991567364
532	0.2990083694
533	0.2989316638
534	0.2988832202
535	0.2987744805
536	0.2987012327
537	0.298648532
538	0.2986153735
539	0.2985174527
540	0.2984660704
541	0.2983683401
542	0.2982721723
543	0.298221667
544	0.2981254718
545	0.2980959867
546	0.2980196566
547	0.2978988148
548	0.2978546075
549	0.2977655008
550	0.2977310141
551	0.2976465652
552	0.2975516062
553	0.2974457505
554	0.2974011184
555	0.2973677332
556	0.2973245332
557	0.2972987205
558	0.2972599987
559	0.2971859143
560	0.2971557766
561	0.2971182012
562	0.2970729942
563	0.2970464413
564	0.29702842
565	0.2969640049
566	0.2969153762
567	0.2968739084
568	0.2967873769
569	0.2966824038
570	0.2966111508
571	0.2965159455
572	0.2964632142
573	0.2963863826
574	0.2963585071
575	0.2963424961
576	0.2962481907
577	0.2962194776
578	0.2962001347
579	0.296117972
580	0.2960536817
581	0.2959990365
582	0.2959472282
583	0.2958533893
584	0.2957745113
585	0.2957249038
586	0.2956820191
587	0.2956517808
588	0.2955982688
589	0.2955625427
590	0.2955243486
591	0.2954776941
592	0.2954348883
593	0.2953910729
594	0.2953425144
595	0.2952713961
596	0.2952311414
597	0.2951499116
598	0.2951329688
599	0.2950414423
600	0.294971258
601	0.2949077965
602	0.2948802648
603	0.294775203
604	0.2947205851
605	0.2946848831
606	0.2946400933
607	0.2945797786
608	0.2945163006
609	0.2944711473
610	0.2943976629
611	0.2943170342
612	0.2942597436
613	0.2941843782
614	0.2941093127
615	0.2940408048
616	0.2939894728
617	0.293900377
618	0.2938625717
619	0.2938247685
620	0.2937751479
621	0.2936713058
622	0.2936396013
623	0.2936251407
624	0.2935845685
625	0.2935205661
626	0.2934072858
627	0.2933008947
628	0.293199191
629	0.2931289651
630	0.2930738118
631	0.2929904601
632	0.2929466578
633	0.292924708
634	0.2928719428
635	0.292853097
636	0.2928185906
637	0.2927990934
638	0.2927800747
639	0.2927369666
640	0.2927084747
641	0.2926306807
642	0.2925978594
643	0.2925772486
644	0.2925591737
645	0.2925193274
646	0.2924306138
647	0.2924111954
648	0.29237768
649	0.2923351051
650	0.2923211482
651	0.2922536727
652	0.2921939679
653	0.2921007728
654	0.2920563103
655	0.2919925488
656	0.2919792948
657	0.2918756334
658	0.2918162231
659	0.2917801806
660	0.2917248412
661	0.2916035909
662	0.291552744
663	0.2914635355
664	0.2913815447
665	0.2913543929
666	0.2913161868
667	0.2912644924
668	0.291234254
669	0.291221784
670	0.2911406439
671	0.2910964497
672	0.2910462192
673	0.2909767806
674	0.2909466342
675	0.2908947854
676	0.2908305695
677	0.2908159118
678	0.2907891903
679	0.2907373996
680	0.290684538
681	0.2906414945
682	0.2905705547
683	0.2905371717
684	0.2905097287
685	0.2904087827
686	0.2903921158
687	0.2903763741
688	0.2903527929
689	0.2902919066
690	0.290216851
691	0.2901864057
692	0.2900932325
693	0.2900653811
694	0.2900239044
695	0.2899757871
696	0.2899203832
697	0.2898290822
698	0.289794485
699	0.2897524445
700	0.2896960912
701	0.289661241
702	0.2896530467
703	0.2896034293
704	0.2895530302
705	0.2894857004
706	0.2894557686
707	0.2894143719
708	0.2893882986
709	0.2893050661
710	0.2892685002
711	0.2892238472
712	0.2891904194
713	0.2891671841
714	0.2891468602
715	0.2891039306
716	0.2890439992
717	0.2889936931
718	0.2889535512
719	0.2889178163
720	0.2888441414
721	0.2887840994
722	0.288683946
723	0.2886451158
724	0.2885604994
725	0.2884896877
726	0.2884579143
727	0.2883894654
728	0.2883498754
729	0.2882941374
730	0.288223271
731	0.2881392633
732	0.2880904519
733	0.2880749938
734	0.2880057051
735	0.2879560396
736	0.2879249932
737	0.28789403
738	0.2877994038
739	0.2877177962
740	0.2876387256
741	0.2874991727
742	0.2874357156
743	0.2873650725
744	0.2872970956
745	0.2872684941
746	0.2871593876
747	0.2871114477
748	0.287071528
749	0.2870191646
750	0.2869774592
751	0.2869218548
752	0.2868468452
753	0.2867631299
754	0.286738722
755	0.286690643
756	0.2866782025
757	0.2866336087
758	0.2866018681
759	0.2865658409
760	0.2864449673
761	0.2863480341
762	0.2862486889
763	0.2862212195
764	0.2861719777
765	0.2860981813
766	0.286038517
767	0.2860115897
768	0.2859637198
769	0.285878961
770	0.2858277364
771	0.2857882897
772	0.2857295462
773	0.2856901576
774	0.285657713
775	0.2856246683
776	0.2855738707
777	0.2855288662
778	0.2855105219
779	0.2854870929
780	0.2854678869
781	0.2854282903
782	0.2854204222
783	0.2853803317
784	0.2853352046
785	0.2853302983
786	0.2852525821
787	0.2852237069
788	0.2851761896
789	0.2851159077
790	0.2850881384
791	0.2850498118
792	0.2849440712
793	0.2849018281
794	0.284877107
795	0.2848421495
796	0.2848258692
797	0.2847317346
798	0.2847116221
799	0.2846877813
800	0.2846701082
801	0.2846145017
802	0.2845968045
803	0.2845654559
804	0.2845319349
805	0.284493246
806	0.2844135162
807	0.2843154804
808	0.2842740334
809	0.2841814952
810	0.284140046
811	0.2840903323
812	0.2840665528
813	0.2840488206
814	0.2840278781
815	0.2839870606
816	0.2839255174
817	0.2838983831
818	0.2838239363
819	0.2837818422
820	0.2837256345
821	0.2836979068
822	0.2836575831
823	0.2836175386
824	0.2835734058
825	0.2835271651
826	0.2834981553
827	0.2834589134
828	0.2833906112
829	0.2832921496
830	0.2832265278
831	0.2831918616
832	0.2831451337
833	0.2831051834
834	0.2830750611
835	0.2830120639
836	0.2829583953
837	0.2829196823
838	0.2828940863
839	0.2828556416
840	0.2828421292
841	0.2828366425
842	0.2828284865
843	0.2828080432
844	0.2827921833
845	0.2827754979
846	0.2827616493
847	0.2827339588
848	0.2827182325
849	0.2826856795
850	0.2826679101
851	0.2826487862
852	0.2825939833
853	0.2825700057
854	0.2825444974
855	0.2824033251
856	0.2823896813
857	0.2823531198
858	0.282326418
859	0.2822921372
860	0.2822235964
861	0.282202898
862	0.2821684683
863	0.282137377
864	0.2821016104
865	0.2820821931
866	0.2820677522
867	0.2820476922
868	0.2819793298
869	0.2819362634
870	0.2818775265
871	0.2818547511
872	0.2818448245
873	0.281826027
874	0.2817789783
875	0.281686877
876	0.281659907
877	0.2815700119
878	0.2815422448
879	0.2814866897
880	0.2814442474
881	0.2813955092
882	0.2813584988
883	0.2813076015
884	0.2812220588
885	0.281204089
886	0.2811787109
887	0.2811559881
888	0.2811086493
889	0.2810775612
890	0.2809971011
891	0.2809641572
892	0.2809348648
893	0.2808788838
894	0.2808447092
895	0.280800942
896	0.2807826098
897	0.2807379634
898	0.2807053655
899	0.2806627162
900	0.2806054191
901	0.2805694455
902	0.2805531553
903	0.28050205
904	0.2804847141
905	0.280438652
906	0.2803721773
907	0.2803188109
908	0.2802803979
909	0.2802437674
910	0.2801505788
911	0.2801306875
912	0.2801004819
913	0.2800736301
914	0.2800231117
915	0.2799963004
916	0.2799790062
917	0.2799500937
918	0.2799331575
919	0.2799159706
920	0.2798572588
921	0.2798265234
922	0.279791394
923	0.2797771557
924	0.2797350779
925	0.2797208528
926	0.2796955875
927	0.2796265835
928	0.2796000011
929	0.2795753829
930	0.2795634396
931	0.2795514579
932	0.2795378458
933	0.2795248064
934	0.2794947564
935	0.2794503509
936	0.2794342829
937	0.279411674
938	0.2793961568
939	0.2793649702
940	0.2793391038
941	0.2793228344
942	0.2793085085
943	0.2792967776
944	0.2792815615
945	0.2792683633
946	0.2792531407
947	0.2792185336
948	0.279206853
949	0.2791871608
950	0.2791541195
951	0.2791115436
952	0.2790902102
953	0.2790720279
954	0.279047239
955	0.2789997107
956	0.2789881615
957	0.2789503003
958	0.2789423939
959	0.2789180112
960	0.2789113683
961	0.2788799846
962	0.2788494408
963	0.278835589
964	0.2788237365
965	0.2788176214
966	0.2787807653
967	0.2787655875
968	0.2787531022
969	0.2787386186
970	0.2786974036
971	0.2786764655
972	0.2786235744
973	0.2786136007
974	0.2785456983
975	0.2785095791
976	0.2785075283
977	0.2784819433
978	0.2784743391
979	0.2784104123
980	0.2783957272
981	0.2783614234
982	0.2783494362
983	0.2783340855
984	0.2782835057
985	0.2782300397
986	0.2781983232
987	0.2781462806
988	0.2781387268
989	0.2781206978
990	0.2780924818
991	0.2780699319
992	0.2780415538
993	0.2779960008
994	0.2779710783
995	0.2779499212
996	0.2779433319
997	0.2779308378
998	0.2778779193
999	0.2778554461
